INFO:root:	File Read -> prog1.y86
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
INFO:root:		.byte Directive
DEBUG:root:	 is an Invalid Directive
